,SHAP value
PDX5PO2,0.00018920873422592017
PPPGO3,0.00018686784236821366
OPHBDC,0.0001865582476712385
OGMEACPS,0.00018645915853641128
ACGK,0.00018645303406415265
ACLS,0.00018624412906984852
PPND,0.00018596146971010816
PSSA161,0.0001858545947054436
SULR,0.00018578452449498822
BPNT,0.0001856971707619891
DPCOAK,0.00018567831825125775
PSSA160,0.00018556170322375908
GMPS,0.00018549473039968656
G5SADs,0.00018513301257479952
HSTPT,0.00018511753927963603
AOXSr2,0.00018510696472964034
NADK,0.00018507066686768495
GLUTRR,0.00018496819000658982
FMNAT,0.00018476242765548225
NNATr,0.000184714512698129
THRD_L,0.00018464844605676809
DHDPS,0.0001846296480342685
UMPK,0.00018454907870386618
CHORS,0.00018452009697452395
SHKK,0.0001844604692153665
ADSL1r,0.00018430460720697162
DHNPA2r,0.00018422401479743777
PSD160,0.0001841593633822325
DHPPDA2,0.0001840340096186216
THDPS,0.00018389414039099775
AIRC2,0.00018386127193114983
ASPCT,0.0001838436514038292
TDSK,0.00018367677143031722
DHQS,0.00018360543362176245
IGPS,0.0001835672695176295
UPP3S,0.00018356322852439372
TYRTA,0.0001835155282776208
AMPMS2,0.00018345880015020608
AMAOTr,0.00018344264984675038
SERAT,0.00018344012647643798
UGMDDS,0.00018328726161161849
VALTA,0.00018327917746884775
KDOCT2,0.00018327217291898496
MOAT,0.00018324522415131997
PRATPP,0.00018324169339473546
APRAUR,0.00018309615997516468
LEUTAi,0.0001830432676392546
DB4PS,0.00018302777395558373
IGPDH,0.00018296329467760997
PRAIi,0.00018294789018579718
SHCHF,0.00018294200097702232
ADCS,0.0001829306115215932
CHORM,0.00018292368864441735
SHSL1,0.0001828295290027577
ALAR,0.00018282535673643318
HSST,0.0001827508236715606
CTPS2,0.000182729709120609
DMPPS,0.00018271853408906297
P5CR,0.00018270316622987195
ADSS,0.00018268233922793536
MOHMT,0.00018268020305529082
PTPATi,0.00018267219656007764
IPMD,0.00018266839389043972
SHK3Dr,0.0001826670154249025
DHORTS,0.00018266363296664265
PMPK,0.00018266319850513983
GLUR,0.0001826567306300732
DDPA,0.0001826184335234795
DXPS,0.0001826016049036627
NNDPR,0.00018259031032401255
UHGADA,0.0001824966981778156
A5PISO,0.0001824737508018698
PRFGS,0.0001824066714851492
OMCDC,0.000182301827919454
UPP3MT,0.0001822460949990249
UAGAAT,0.00018220457939164696
PGAMT,0.0001822021815614004
DHAD1,0.00018219333232471368
DAPDC,0.00018214975223607708
RBFK,0.0001821211267443629
AHCYSNS,0.00018205857112080427
PPNCL2,0.0001820578516273484
SADT2,0.0001820536486108444
TMPPP,0.00018204145183719963
ASP1DC,0.0001820201229938393
MEPCT,0.0001819869237610162
IG3PS,0.00018186834897954872
DHFS,0.00018181953038351467
PRAGSr,0.00018181755814226724
UPPDC1,0.00018176693701097023
G1PACT,0.0001817553733210844
G5SD,0.0001817527941760463
KARA2,0.00018167929526673358
HBZOPT,0.00018156788694357462
ASPTA,0.00018155827162945248
PPBNGS,0.00018155302177499762
PRASCSi,0.00018152333211682737
GRTT,0.0001814799625922315
DHFR,0.0001814643282571572
ACHBS,0.00018141653103349016
GLNS,0.00018139910607499048
HPPK2,0.0001813897704459609
OMPDC,0.000181377223986093
PMDPHT,0.0001813502320293856
PAPPT3,0.00018132755445433204
ACOTA,0.00018130641302924598
PRAMPC,0.00018130354092904137
PHETA1,0.00018127748000400348
TYRL,0.00018126565382189198
PPNDH,0.00018126019806695502
MCTP1App,0.00018124140243912443
ILETA,0.00018123187091570792
RHCCE,0.00018118801129252628
UAGPT3,0.00018117637679004924
ADSK,0.00018111925953359867
G3PAT160,0.00018106218679372047
ASNS2,0.00018103655963504111
OPHHX3,0.0001809977565410129
DPR,0.00018094462764509174
PANTS,0.00018091996361217267
CYSS,0.00018090359874840445
BTS5,0.0001808951947979761
TRPAS2,0.00018085199364702826
AGPAT160,0.00018083492302319908
DHQTi,0.00018082300291394503
DASYN160,0.000180771012939686
TMDS,0.0001806771609411304
GTPCII2,0.00018063641776020628
CDPMEK,0.0001806227554820489
IPDPS,0.0001805946370496609
CHRPL,0.0001805805990432196
PYK2,0.0001805702502067848
NADS1,0.00018055620441235625
DTMPK,0.00018053286993220528
ADCL,0.00018050135657377982
LPADSS,0.00018048853125105332
ARGSL,0.00018041649000821218
THZPSN3,0.0001804032290717208
DNTPPA,0.00018038671121690117
METS,0.0001803827458533696
ALATA_L,0.00018034231033925018
RBFSa,0.00018032889671151683
GTPCI,0.00018029717177350904
UAMAS,0.00018028454201095878
AGPR,0.00018025997109304544
IMPC,0.00018025334725016448
PPCDC,0.0001802205530770521
UAPGR,0.0001801507279186874
AGPAT161,0.00018014395200143045
U23GAAT,0.0001801111637570265
UAGDP,0.00018010008238759486
ORPT,0.00018001866370211987
SDPDS,0.00018001089117235174
MALCOAMT,0.00017993894235101936
METAT,0.0001799343533896521
AIRC3,0.00017993029880330018
DMATT,0.00017990792496428413
G1SAT,0.00017989878095936231
HISTP,0.00017984009964797096
UDCPDP,0.00017978000578029984
HISTD,0.00017977211015112712
ANPRT,0.00017976962467245215
ACGS,0.00017975524230339428
IPPMIb,0.00017973645210900882
OPMEACPR,0.00017967179662767125
RBFSb,0.00017956648999806294
TMPK,0.00017955006322576355
DUTPDP,0.00017953360187459284
DXPRIi,0.00017951079952127172
OGMEACPR,0.00017950876097940844
DHAD2,0.00017936725862955396
PPA,0.00017936352738218253
ANS,0.00017929357259858245
UAGCVT,0.00017925814496346014
PNTK,0.00017920940581885812
EPMEACPR,0.00017920638621744217
ALAALAr,0.00017912040435212105
UAAGDS,0.00017909806765998565
ACODA,0.00017908169674909482
GK1,0.0001790643754525503
QULNS,0.0001790634742779624
IPPMIa,0.00017889700306209405
PMEACPE,0.00017887651332942846
GF6PTA,0.00017870901318744044
PRAIS,0.00017869884943703384
OPMEACPS,0.00017861278739098366
TRDR,0.00017859722006086288
TRPS3,0.00017852250123069567
FCLT,0.00017840483726991053
CYSTL,0.00017838456642604858
UAMAGS,0.00017833050053054982
MOAT2,0.00017832613453709324
5DOAN,0.00017831739001130677
OCTDPS,0.00017830685428671503
DNMPPA,0.00017825288431666265
DHPS2,0.00017821720518686516
G3PD2,0.00017821236117292714
PYK6,0.00017820329083444552
ADSL2r,0.00017820191601265062
KDOPS,0.00017814998157367925
KDOPP,0.00017806858868087076
MECDPDH5,0.00017806365965847157
G3PAT161,0.00017800552646252281
OGMEACPD,0.00017798999941758993
GLUTRS,0.00017790903558901285
PRMICI,0.00017786428590192902
IPPS,0.00017785474320631818
DHDPRy,0.00017783790862109842
UDCPDPS,0.0001778188166627186
PDX5PS,0.00017781154354609574
OCBT,0.0001777790995556146
ARGSS,0.00017767490579778832
DAPE,0.00017757294655800475
PAI2I,0.00017752892152847848
OPMEACPD,0.00017750418310574046
DBTS,0.00017747234019325383
SDPTA,0.0001773585832840205
EGMEACPR,0.00017729262293299266
CYTK1,0.00017724954938453083
PSCVT,0.00017718304834807484
I2FE2SS,0.00017710184349839397
PSD161,0.0001770847505203286
KARA1,0.00017683741926774243
CPPPGO,0.00017677699564148776
USHD,0.00017660900092655009
AI2K,0.00017660543573856896
MECDPS,0.0001765601357426047
GLU5K,0.00017647421594435949
MTHFR2,0.00017630866839399474
RNTR3c2,0.0001762844284617792
GLUPRT,0.00017619548259614274
AICART,0.00017615560097410647
PRPPS,0.0001760342775162379
DASYN161,0.00017586763848502637
SHCHD2,0.00017576954802926597
ATPPRT,0.00017571804774851277
HMBS,0.00017549228063113125
IMPD,0.00017533694716060632
ICYSDS,0.00017504059734726598
PAI2T,0.00017495896617567694
CBMKr,0.00017493964104646232
PPC,0.0001744425648825506
I4FE4SR,0.00017421562934809049
PAPSR,0.0001740201505477879
I4FE4ST,0.00017385523155207704
RNTR1c2,0.00017358917639908618
ASPK,0.00017266192784001636
I2FE2SR,0.00017210268145444361
I2FE2ST,0.00017143337165447428
ADNK1,0.00017131694837371587
I2FE2SS2,0.00017123242761353256
ASAD,0.00017043478594136856
ASPO3,0.00016993369806138885
PYK4,0.00016938279114561504
PUNP1,0.00016919788586087202
RNTR2c2,0.00016919462779659754
HACD2,0.00016898855953411163
HACD1,0.00016866071860454284
ACOAD3f,0.00016854836831102922
POR5,0.0001682063242578129
ACACT7r,0.00016781218860314204
HACD3,0.00016758260294104014
ACACT1r,0.0001673234927172965
ACOAD7f,0.00016678024210402693
ECOAH3,0.00016676479800580363
ACACT3r,0.0001663950425445029
MTHFC,0.00016556063346993602
ACOAD2f,0.00016554795708912856
GLUDy,0.00016551349172192064
ACOAD1fr,0.00016526261809198488
ACOAD5f,0.00016491642327449868
AACPS7,0.00016473849500282732
TPI,0.00016451443935687287
FACOAE160,0.00016443760030689642
RNTR4c2,0.00016402248220884983
DHORD2,0.00016396815191731102
AACPS4,0.0001635890413355648
ACACT4r,0.0001635715546776493
ECOAH1,0.00016350006350379022
MTHFD,0.0001631562163169275
HSDy,0.00016302713765817934
ACACT2r,0.00016288273050511892
FACOAE120,0.00016273006890589437
HACD6,0.00016224817210955546
HACD4,0.00016221683316967908
ECOAH6,0.0001620295792790559
ECOAH5,0.0001618182163756568
ECOAH4,0.00016177677627323377
ACACT5r,0.00016124047768064408
ACOAD6f,0.00016112637539123686
ECOAH2,0.00016096901827266917
OHPBAT,0.00016062743609055803
ACACT6r,0.00016052802703511796
FACOAE161,0.00016049936403878272
PGMT,0.00016049054740864606
FADRx,0.00016043227801838532
HSK,0.0001599165209925403
GHMT2r,0.0001594395165169923
ACOAD4f,0.00015911306695511924
