,SHAP value
APRAUR,0.00013102762114566879
ACGS,0.00013078219366863194
PAPSR,0.00013075681260151518
UAMAS,0.00013073578943547789
KDOPP,0.00013062614580220018
DPCOAK,0.00013055794149340492
SPODM,0.00013043988145436516
GK1,0.00013042764321259404
DAPDC,0.0001304005511074782
DHNPA2r,0.00013026411752409286
RBFK,0.0001302232002887023
DHDPS,0.00013021087396800286
DUTPDP,0.00013020901459663854
PGAMT,0.0001301447095493368
TMPPP,0.00013012541172156212
UMPK,0.000130109309784054
FMNAT,0.00013009605244030902
ANPRT,0.00013009593317462388
GLUTRS,0.00013009159086594898
SHK3Dr,0.00013009125995205872
GLUPRT,0.0001300152026761095
DHORTS,0.00013001038600393285
AMAOTr,0.00013000501914143408
PSCVT,0.0001299818382739781
TYRTA,0.00012994831317853303
PSSA160,0.00012991904626935585
ASP1DC,0.0001299097129409362
PDX5PO2,0.00012990577878849806
OGMEACPR,0.00012990084837031265
AMPMS2,0.00012989225698024987
HISTD,0.00012987103719238068
THZPSN3,0.00012983463936668118
UAGPT3,0.0001297883676683849
UAMAGS,0.00012976043059428308
CHORS,0.000129759880282378
AIRC2,0.00012973858145587107
SHKK,0.00012972940289216153
DNTPPA,0.00012972916323878239
PPNCL2,0.00012968793554195718
UPP3MT,0.00012967374534759123
ACLS,0.00012966306248351377
HISTP,0.00012965437353075772
ACGK,0.00012962085647502978
IG3PS,0.00012961479862883568
ACHBS,0.00012959481237824098
DTMPK,0.0001295572260037067
SDPDS,0.00012955622797029034
DASYN160,0.00012955401684663147
G1SAT,0.00012955340667176272
HSST,0.00012955091837906716
PYK2,0.0001295417483305339
IPPMIb,0.000129531674719746
QULNS,0.0001295080577938177
NNATr,0.00012950155760818298
ADSK,0.00012949718405701332
OPHBDC,0.00012946154150997124
KARA1,0.0001294509168814047
TYRL,0.0001294341753239081
OPMEACPS,0.0001294176447275154
ARGSS,0.00012937343742948332
AHCYSNS,0.00012937011742593672
GTPCII2,0.00012936028920541284
CYTK1,0.00012935150387008128
AGPR,0.00012934582035710514
TMPK,0.00012933442646553174
PMDPHT,0.0001293095847445176
DBTS,0.00012930124026933404
SDPTA,0.00012929936208413547
GTPCI,0.00012928836102774294
NADK,0.00012928804873592448
USHD,0.00012928715519934552
TMDS,0.000129274563567665
KDOCT2,0.00012925489215784454
GLUR,0.00012924310737976735
BPNT,0.00012923830577751298
UHGADA,0.000129225530468109
IMPD,0.0001292243479905228
PDX5PS,0.00012922309579825592
U23GAAT,0.0001291935021055312
PMPK,0.00012915856867094604
PSD160,0.00012913875430509004
ADSL1r,0.00012913472221604962
OMPDC,0.00012912569957907038
PRATPP,0.0001291225525216953
UAGCVT,0.00012911064945526492
IGPS,0.00012909113309977942
PNTK,0.00012909103706099475
OCTDPS,0.00012903021993758892
FCLT,0.00012902946993188522
CHORM,0.0001290291788106432
PRAMPC,0.0001290282168482396
SHCHD2,0.000129022861617472
UDCPDP,0.00012901317676118702
SERAT,0.00012899477447136384
ASPO6,0.00012898542839758414
ALATA_L,0.00012897686891546312
ADCS,0.00012897216500736314
G1PACT,0.00012896462912560374
PRAIS,0.00012896323420632968
PPA,0.00012895922243283715
GF6PTA,0.00012894455426119838
OPMEACPR,0.00012893577647373345
LEUTAi,0.00012891783583996835
THRD_L,0.0001289153261078246
PMEACPE,0.00012887782196754314
DASYN161,0.00012887459104032314
IPPS,0.00012885861493939712
IPDPS,0.0001288540723757181
UAGDP,0.00012885316739906578
PPNDH,0.00012884660106872298
SHCHF,0.00012882943083896182
CYSTL,0.00012882628219355814
UAGAAT,0.0001288148351981908
IPMD,0.00012878715387288408
DHFR,0.00012878108813001724
EPMEACPR,0.00012877894275975288
DAPE,0.00012877330282256842
PAPPT3,0.0001287409734711927
CDPMEK,0.0001287408783885468
ALAALAr,0.00012871920989388695
UDCPDPS,0.00012871319636774696
MALCOAMT,0.0001286910697508155
DHORD2,0.00012868288589316528
PPC,0.00012864435577812506
HSTPT,0.00012863606950438034
DHAD1,0.00012863336564151155
DXPRIi,0.00012862356336960942
DDPA,0.00012862253518288602
EGMEACPR,0.00012861259755988247
FESR,0.00012860095614169203
ORPT,0.00012859362283510687
G5SD,0.00012858874179286266
PRAIi,0.00012858870923071263
GRTT,0.00012855342012914542
METAT,0.00012855209766267134
ATPPRT,0.00012851852340472128
PANTS,0.00012849638264104114
MECDPS,0.00012849550101228253
ASPCT,0.00012847141288456013
PRAGSr,0.00012847052388362292
A5PISO,0.0001284691244497701
ACODA,0.0001284691152220012
CYSS,0.0001284552601970728
PYK6,0.0001284179212774303
UAAGDS,0.00012840645675452156
AOXSr2,0.00012840220151991887
UGMDDS,0.00012840032834008473
NNDPR,0.00012837921088350011
MECDPDH5,0.00012835472759571972
HBZOPT,0.00012833834383617855
SADT2,0.00012833410012381331
VALTA,0.00012833317953288734
RHCCE,0.0001283252751704104
PTPATi,0.0001282966797248044
RBFSb,0.00012828856656705242
DHPPDA2,0.00012828812326941204
ECOAH1,0.00012828351189837526
MTHFR2,0.00012827932577537908
KDOPS,0.0001282564831730126
METS,0.00012825344665576166
MOHMT,0.000128249576787175
PPBNGS,0.00012822359069657895
GLNS,0.00012820927275884655
HPPK2,0.00012820393920933302
CPPPGO,0.00012817343667371502
AGPAT161,0.00012816673932320626
ANS,0.00012816075382890725
MOAT,0.00012815059011545143
IPPMIa,0.00012814216794496868
PSD161,0.00012813247799336555
HACD1,0.00012812743892906428
DXPS,0.00012808585985581822
LPADSS,0.00012806874872112504
DPR,0.0001280669845609231
DMATT,0.00012803054609151918
ILETA,0.00012802858612441962
MEPCT,0.00012802340252231762
OPHHX3,0.0001280064133631984
HMBS,0.00012798273797503192
DB4PS,0.00012797158326628314
RBFSa,0.00012796903700246887
ADCL,0.00012796685383685585
ALAR,0.00012793760294548608
DMPPS,0.00012793573548289003
PSSA161,0.00012792634739919873
DHAD2,0.00012791967006171889
FACOAE160,0.00012790714319069234
ARGSL,0.00012786091091492575
MOAT2,0.00012785319705259894
CTPS2,0.00012785270294064164
ACOAD1fr,0.00012785140190339954
SHSL1,0.00012783010700629678
G3PAT160,0.00012782336261967149
ADSS,0.00012781061469334872
AICART,0.00012777759581714032
IGPDH,0.0001277733920768184
DHDPRy,0.00012776797207510532
ACACT1r,0.00012776358241358766
PRFGS,0.00012774442525126115
KARA2,0.00012774323589525243
GMPS,0.00012772207384945745
TRPS3,0.0001277143820472725
CHRPL,0.00012771375304813272
GLUTRR,0.00012770835818292834
G5SADs,0.0001277023676825445
DNMPPA,0.00012769913307294996
NADS1,0.00012769376769933226
THDPS,0.00012769308403202636
UPP3S,0.00012767889085303088
DHFS,0.00012765704183295218
ECOAH3,0.00012764804734718778
UPPDC1,0.00012763004870644008
RNTR4c2,0.00012762976228976073
MCTP1App,0.00012762786264546927
PPCDC,0.0001276259352826189
OCBT,0.00012761667363537534
ASNS2,0.00012760240891112812
IMPC,0.00012757505242925017
OGMEACPS,0.00012756220278460124
OMCDC,0.00012754587865510054
TDSK,0.00012753327008036122
G3PAT161,0.0001275112659967525
ASPTA,0.00012748892969956696
GLU5K,0.00012748042379104646
AI2K,0.00012747412225312958
PHETA1,0.0001274374788486681
AIRC3,0.0001274175015517553
DHQS,0.00012740908228474438
ICDHyr,0.00012740218888471523
ECOAH7,0.00012739925448521528
PRASCSi,0.00012730684813361511
AGPAT160,0.0001273033983601556
AACPS3,0.00012726320044729035
ACOTA,0.00012723062632168835
OGMEACPD,0.00012721397345257003
PAI2T,0.00012720293150738594
FESD1s,0.00012716687838795749
SULR,0.00012712640721228578
ACACT7r,0.000127123795562571
ACOAD5f,0.00012710076259946453
5DOAN,0.0001270930482599711
ADNK1,0.00012705791615823765
ACACT2r,0.00012705263288391897
PGK,0.00012704059924518402
OPMEACPD,0.0001270138582946602
ACACT3r,0.00012701340957860146
DHQTi,0.0001269601925926478
ACOAD6f,0.0001269293998320385
HACD4,0.00012691893733113006
I2FE2SS2,0.00012691709953140695
ACOAD2f,0.000126913121633103
DHPS2,0.00012685710640504476
AACPS4,0.00012680099041418932
BTS5,0.00012679142988669478
PUNP1,0.0001267360225552523
ACOAD4f,0.00012669619982212614
P5CR,0.00012667269721413068
PYK4,0.00012666212773869884
UAPGR,0.0001266557368573243
FACOAE120,0.0001266440325388962
PAI2I,0.0001266078319082126
PRMICI,0.00012655869713338585
ADSL2r,0.00012651526685961354
ACOAD7f,0.00012651460637716776
AACPS7,0.00012642044280338025
RNTR2c2,0.00012632752773275889
G3PD2,0.00012631946750125853
HACD5,0.00012626069941095792
ECOAH2,0.00012616119831166298
RNTR1c2,0.00012612256355132062
PPND,0.0001261154938201548
PGM,0.0001260099694400658
HACD3,0.00012599522115354632
ACACT4r,0.00012599031272427338
ECOAH5,0.00012597798163993938
I4FE4SR,0.00012594710962807938
FACOAE161,0.0001259052901885607
ACOAD3f,0.0001258603806598095
TRPAS2,0.00012580120769423376
TRDR,0.00012569828619614406
GAPD,0.00012567629139659963
HACD6,0.00012566803037032225
HACD2,0.0001255909559705615
ACACT5r,0.00012558424442135908
ECOAH4,0.0001255578520188681
I2FE2SS,0.00012553594639617998
PPPGO3,0.00012528263403004054
ACACT6r,0.00012525573750265777
CBMKr,0.0001252483991790554
GLUDy,0.00012520087775280637
CTECOAI7,0.00012513986332930832
I2FE2ST,0.00012513156877138164
ENO,0.00012502525432865592
I4FE4ST,0.0001249777691887488
ASAD,0.00012493667902740827
AKGDH,0.00012486081606399014
POR5,0.00012471642192909957
RNTR3c2,0.0001246572734060691
GHMT2r,0.00012460356513881193
ICYSDS,0.00012455754812288112
ECOAH6,0.00012451977253775826
RPI,0.00012447840841316797
SUCOAS,0.00012429089649883805
MTHFD,0.0001241516509448633
HACD7,0.00012410915662896572
MTHFC,0.00012406066230287324
ASPK,0.00012385434126346728
I2FE2SR,0.00012380969630571408
E4PD,0.00012347639882687866
PRPPS,0.000123097857843801
OHPBAT,0.000122641667109796
XYLK,0.00012220574379328235
GARFT,0.00012208730253269694
CS,0.00012190885860712387
TKT1,0.00012155680767395876
FADRx,0.00012118346658633796
SUCDi,0.00012115170489105883
PERD,0.00012113770150904958
FUM,0.00012102662724585013
ACONTb,0.00012097322208938479
XYLI1,0.00012066738000211936
ACONTa,0.00012038499884804924
TKT2,0.00012033197351941626
3OAS140,0.00012029489179906473
4HTHRK,0.0001198186557342229
HSDy,0.0001190920567794624
GLYCL,0.00011878201650883265
3OAR140,0.00011736591998080864
4HTHRA,0.00011735278699777374
PDH,0.00011708473532950938
MDH,0.00011702517719098472
THRS,0.00011634712915411664
HSK,0.00011542761973710242
TPI,0.00011433957806205676
RPE,0.00010950989696510691
PGCD,0.00010438331245645445
PSP_L,0.000103892136719931
PSERT,0.00010387692674875808
HCO3E,9.742785264903227e-05
F6PA,9.069196856611944e-05
DHAPT,8.893066401787609e-05
TALA,7.3597009389311e-05
GND,7.104604341832282e-05
QMO3,6.576688535215835e-05
PGL,6.248555126349699e-05
PGI,6.247141868765622e-05
G6PDH2r,6.233546125345904e-05
PYK,3.942784469116749e-05
ADK1,2.9815959937590614e-05
ACCOAC,2.1313528271166632e-05
MCOATA,2.094724351050529e-05
NADTRHD,1.6508001634342552e-05
PYK3,1.1121651680262866e-05
PTAr,8.798958100359283e-06
ACKr,8.662152097586251e-06
ASPO3,5.41593589757168e-06
EDA,4.341654309603691e-06
EDD,4.2155225622296095e-06
CLPNH120pp,4.066026400308728e-06
LDH_D,3.815335393969021e-06
MGSA,3.810608831424308e-06
PPCK,3.7953489677454735e-06
PPK2,-1.270429289347842e-08
GLYCTO4,-1.535553398804299e-08
3HPPPNH,-2.6464265432230593e-08
