,SHAP value
ARGSL,6.298756578932774e-05
OMCDC,6.28874444477509e-05
KARA2,6.277683560928596e-05
HMBS,6.255606987907203e-05
CHRPL,6.248970408365831e-05
PMPK,6.237273027534605e-05
PANTS,6.234052915964109e-05
HBZOPT,6.233932567465951e-05
KDOPP,6.233908634749312e-05
HPPK2,6.230887107253505e-05
ADCL,6.227992634295629e-05
G1PACT,6.227902500151981e-05
DPR,6.223753583503407e-05
SADT2,6.222955495297801e-05
AOXSr2,6.2178461654136e-05
PGAMT,6.216937561947607e-05
DMATT,6.216918244861177e-05
PRAIS,6.216900719943531e-05
PPA,6.214902672278119e-05
ADSL2r,6.212604522294336e-05
PRAIi,6.212185562646025e-05
IPPMIb,6.207310194853645e-05
DHQS,6.207047170982541e-05
ARGSS,6.204821487871341e-05
OGMEACPR,6.199439605836831e-05
PRASCSi,6.198999029931973e-05
G3PAT160,6.197375618687925e-05
CHORM,6.196246380158095e-05
PSSA160,6.195905244266452e-05
OCBT,6.194742294896244e-05
GLU5K,6.194615770890161e-05
ATPPRT,6.19420187775584e-05
MOHMT,6.193983046403477e-05
DB4PS,6.193151432451753e-05
PGM,6.19199888403585e-05
PMDPHT,6.191308159419614e-05
OMPDC,6.190106565622033e-05
RBFK,6.187762258068349e-05
UMPK,6.187344140447476e-05
EPMEACPR,6.186275000791772e-05
CYTK1,6.18583353625553e-05
UPP3S,6.185389217771007e-05
BTS5,6.183442665003867e-05
UAGCVT,6.183363417898049e-05
OGMEACPD,6.183336206840922e-05
ALATA_L,6.183193851073039e-05
KDOPS,6.183050383093365e-05
ADSK,6.182930589171766e-05
ACHBS,6.179382499314063e-05
NNATr,6.179296206637239e-05
CYSTL,6.178999582060047e-05
DASYN160,6.178464266017919e-05
PRFGS,6.176976723636522e-05
IPPS,6.17598114744061e-05
IPDPS,6.175836166699667e-05
LPADSS,6.175136117736356e-05
DHDPRy,6.174940625076032e-05
THDPS,6.17384441553501e-05
FMNAT,6.173701053953102e-05
MCTP1App,6.173425080251737e-05
PGK,6.172665350083122e-05
U23GAAT,6.171894165108655e-05
G5SD,6.170696161380491e-05
GMPS,6.170474935013471e-05
OPMEACPD,6.17047325022713e-05
GAPD,6.169779268211533e-05
KDOCT2,6.169618314420103e-05
ADCS,6.1679473458856e-05
PPBNGS,6.167679122734402e-05
OPMEACPS,6.16720894118694e-05
SULR,6.16518297766629e-05
A5PISO,6.164173259354944e-05
UAGAAT,6.162856314650698e-05
PPNDH,6.162326080833655e-05
DHPPDA2,6.162200924148505e-05
IPPMIa,6.161337096269129e-05
NADS1,6.161011478703352e-05
TYRL,6.159548677110255e-05
KARA1,6.159451328473986e-05
DNTPPA,6.159102020170012e-05
PRATPP,6.15851200939505e-05
ACOTA,6.15846180582002e-05
NNDPR,6.157409229666173e-05
SHSL1,6.156908806241719e-05
UPPDC1,6.155719028379212e-05
HSTPT,6.154997752301379e-05
PSSA161,6.154370842097302e-05
QULNS,6.154099898714469e-05
IG3PS,6.153364445521044e-05
OCTDPS,6.153166833962738e-05
DHPS2,6.152533249267974e-05
DNMPPA,6.151693232877885e-05
SHCHF,6.150134512383367e-05
RNTR1c2,6.150117309269608e-05
PSCVT,6.149705717149079e-05
ORPT,6.149698526177217e-05
GLNS,6.14958869226931e-05
ANS,6.148306682640873e-05
AMPMS2,6.1481649141454e-05
AMAOTr,6.14694798921584e-05
SDPDS,6.146299316516171e-05
ACLS,6.146060930300582e-05
ILETA,6.145954880936846e-05
DDPA,6.145113487980176e-05
OPHBDC,6.144761752370522e-05
APRAUR,6.14443088996691e-05
TYRTA,6.144087222885756e-05
UDCPDP,6.14401411153831e-05
ACODA,6.144013839507197e-05
FCLT,6.143941604973868e-05
GK1,6.143572779024853e-05
AIRC3,6.143041328903295e-05
G1SAT,6.14222504053009e-05
UAGPT3,6.140508671301116e-05
CTPS2,6.140322947519612e-05
P5CR,6.13928601679071e-05
UPP3MT,6.139047002932417e-05
PGMT,6.13795784760091e-05
AGPAT160,6.137916556679363e-05
LEUTAi,6.137833107329826e-05
DHFS,6.137570200039731e-05
PRMICI,6.137110910569458e-05
PSD160,6.136733488220397e-05
ADSS,6.135883682207126e-05
GRTT,6.13565590106719e-05
UHGADA,6.135152574313207e-05
UAPGR,6.134705685043051e-05
PPND,6.134453184754662e-05
THRD_L,6.13415043274161e-05
PHETA1,6.133209322520777e-05
GLUTRS,6.133177456871635e-05
DHQTi,6.132749049254124e-05
PMEACPE,6.132107535930742e-05
DXPS,6.13202911451093e-05
MEPCT,6.13202720780588e-05
AI2K,6.13179488086849e-05
DUTPDP,6.131278763590375e-05
RBFSa,6.131109536930746e-05
ANPRT,6.130948158264814e-05
UAMAGS,6.130712586891329e-05
OGMEACPS,6.129964560559928e-05
ADSL1r,6.12887893574914e-05
THZPSN3,6.127375634601724e-05
AICART,6.127195294745356e-05
OPMEACPR,6.12664434568367e-05
MECDPS,6.12542677416597e-05
CYSS,6.125352576361228e-05
IGPS,6.124902945537317e-05
TPI,6.124413821237335e-05
PRAMPC,6.124393185343869e-05
ASNS2,6.123069699549257e-05
HSST,6.122251831723508e-05
ALAR,6.121303269650898e-05
USHD,6.121145701638357e-05
IPMD,6.120701675424621e-05
HISTD,6.120623817049397e-05
SHKK,6.120019351908587e-05
UGLT,6.119093600689373e-05
IGPDH,6.118843481483489e-05
UDPG4E,6.117817460720916e-05
DHORTS,6.116893331349076e-05
TDSK,6.115198233786707e-05
SDPTA,6.115161925294814e-05
DAPDC,6.114567620016404e-05
CBMKr,6.113426809564944e-05
ALAALAr,6.113320266993903e-05
MALCOAMT,6.111286963548279e-05
PDX5PS,6.11120521843632e-05
BPNT,6.111142495054936e-05
RBFSb,6.110310012845616e-05
IMPD,6.109794006937448e-05
AGPAT161,6.108622925639522e-05
GLUPRT,6.107757373301488e-05
PRAGSr,6.107533265243569e-05
DHDPS,6.107157343371644e-05
EGMEACPR,6.10663903604034e-05
UAGDP,6.106224774207126e-05
DHFR,6.105281242868555e-05
CDPMEK,6.1034250904130174e-05
HISTP,6.103208014623551e-05
DMPPS,6.1029089395012485e-05
METAT,6.102273968348001e-05
GTPCI,6.101901852659995e-05
SHCHD2,6.1017598803450376e-05
SHK3Dr,6.10156837321722e-05
MTHFR2,6.101229095416846e-05
PAPSR,6.1011104052010486e-05
MOAT2,6.1001039561161985e-05
PAPPT3,6.098168657454502e-05
PPNCL2,6.0974456333474733e-05
DTMPK,6.0968515989338316e-05
NADK,6.096633858510772e-05
DPCOAK,6.0962945269751576e-05
UAAGDS,6.0952435614276417e-05
IMPC,6.092682771695077e-05
GF6PTA,6.0926095847541125e-05
DHNPA2r,6.092145959712689e-05
ECOAH3,6.091567768262862e-05
OPHHX3,6.09123846083537e-05
RNTR4c2,6.090569137314752e-05
RHCCE,6.090440554383967e-05
CPPPGO,6.089591998567415e-05
ASPTA,6.0893952236790614e-05
PAI2I,6.088753171044242e-05
UAMAS,6.08855322313937e-05
UDCPDPS,6.08828225064432e-05
DASYN161,6.087385401537422e-05
AHCYSNS,6.086928796249563e-05
GALKr,6.085287227629893e-05
RNTR3c2,6.084873673560544e-05
G5SADs,6.084822311311843e-05
UGMDDS,6.083742232830679e-05
PUNP1,6.0830736989102563e-05
AIRC2,6.0829793645264684e-05
ACGK,6.0821695301321875e-05
CHORS,6.081012305829231e-05
5DOAN,6.080339836691601e-05
ACGS,6.080253654909193e-05
PSD161,6.0800003570711524e-05
DHAD2,6.077761361303505e-05
ASPO3,6.0742528648843494e-05
POR5,6.069253415525174e-05
MTHFC,6.0655739934985036e-05
RNTR2c2,6.0649745694196754e-05
G3PAT161,6.064770677337233e-05
DHAD1,6.06460281807864e-05
TMPK,6.0640324481097606e-05
TRPAS2,6.061740163985958e-05
PGI,6.06044775221309e-05
F6PA,6.059920867975113e-05
PTPATi,6.0583729040626004e-05
ASP1DC,6.0570428789418907e-05
DXPRIi,6.053064255590509e-05
DBTS,6.0530221655562575e-05
ASPCT,6.052091077995337e-05
MOAT,6.050680577161537e-05
ENO,6.0475065838216334e-05
GTPCII2,6.0465819677301624e-05
PAI2T,6.045223162203739e-05
TRPS3,6.044023506705112e-05
TMDS,6.0429555188728724e-05
VALTA,6.042160417156523e-05
GLUDy,6.041413258935825e-05
SERAT,6.041379338351783e-05
METS,6.0408215340001136e-05
MECDPDH5,6.0406867551628075e-05
PPCDC,6.038526093792665e-05
HACD5,6.0351240455923414e-05
PPPGO3,6.032671167474419e-05
GLUTRR,6.026642221445573e-05
ECOAH6,6.023676726852665e-05
G3PD2,6.0234184654597764e-05
CS,6.022222731420204e-05
TRDR,6.0207704752084485e-05
AGPR,6.020026524933794e-05
ACACT1r,6.01883706887288e-05
GLUR,6.017561574813053e-05
ECOAH4,6.01707672229403e-05
ACACT3r,6.0156939510953855e-05
PNTK,6.0155993609250876e-05
ACACT5r,6.0151195739513133e-05
GHMT2r,6.014505028559913e-05
PRPPS,6.0140630610147715e-05
PYK4,6.007759489302789e-05
ECOAH1,6.005733673853411e-05
ECOAH2,6.005086717262953e-05
HACD1,6.00491214691461e-05
ACOAD4f,6.002456103628533e-05
TMPPP,6.001625925825924e-05
ACACT7r,6.000531481072926e-05
ECOAH7,5.9985069735953905e-05
HACD6,5.994725207241763e-05
PYK6,5.9924669110705174e-05
DHORD2,5.9903488283016456e-05
MTHFD,5.989421950116714e-05
ICYSDS,5.9870735662053066e-05
AACPS7,5.9867799903780394e-05
HACD2,5.98352163473568e-05
ACACT4r,5.982206056052496e-05
PYK2,5.981749446365366e-05
PDX5PO2,5.9767628566568775e-05
FACOAE160,5.976356106417188e-05
ACOAD7f,5.9731681960343835e-05
ACOAD2f,5.970436046035431e-05
PPC,5.969895227739058e-05
FACOAE120,5.968333946675459e-05
AACPS3,5.9681330570283935e-05
CTECOAI7,5.966572937354696e-05
ACOAD6f,5.96271654899014e-05
ACOAD3f,5.9619003318031674e-05
AACPS4,5.9594252810648635e-05
HACD4,5.957968131562239e-05
DHAPT,5.956926464656177e-05
ACACT6r,5.9549148533221105e-05
ACACT2r,5.9515038834866795e-05
PERD,5.9419453531300475e-05
FACOAE161,5.939055962474202e-05
HACD7,5.938172677060979e-05
ADNK1,5.937303757935579e-05
ACOAD5f,5.9263291809983266e-05
ECOAH5,5.9249620636214576e-05
ASAD,5.9237381902206496e-05
I2FE2SR,5.9235140012745326e-05
E4PD,5.920454026356517e-05
FUM,5.9202087064022556e-05
ACOAD1fr,5.919861401239265e-05
I4FE4ST,5.919691388682771e-05
HACD3,5.917958885572113e-05
ACONTa,5.914975265114996e-05
I2FE2ST,5.899381767365864e-05
DAPE,5.894768215345008e-05
ACONTb,5.893134089038273e-05
ASPK,5.8924130359169043e-05
GARFT,5.881570176709673e-05
I2FE2SS,5.866791440544017e-05
ICDHyr,5.85039829686452e-05
OHPBAT,5.831001550822933e-05
I2FE2SS2,5.8253599909181216e-05
AKGDH,5.822490703627102e-05
SUCDi,5.816431459431962e-05
SUCOAS,5.811034145100876e-05
I4FE4SR,5.8076432996465e-05
GLYCL,5.802781246352376e-05
FADRx,5.776628889215936e-05
4HTHRA,5.721863741354109e-05
3OAR140,5.719940446924183e-05
3OAS140,5.664796785256853e-05
PDH,5.643402733608393e-05
HSK,5.613760992194332e-05
4HTHRK,5.607719318221134e-05
HSDy,5.606528327797592e-05
THRS,5.542644255166305e-05
MDH,5.407115382452336e-05
RPI,5.400424735265548e-05
PSP_L,5.298401373742658e-05
PGCD,5.274285620363617e-05
PSERT,5.196635516891029e-05
GND,4.7383439240824184e-05
HCO3E,4.620693276311032e-05
PGL,4.337972627652571e-05
TKT1,4.2813422723687345e-05
G6PDH2r,4.242601610503135e-05
ACKr,4.045806462946787e-05
PTAr,4.0145218661596536e-05
RPE,3.998522671157879e-05
TKT2,3.233089345654276e-05
TALA,3.0653757373099904e-05
PYK,2.363841756081513e-05
ADK1,2.030029317901845e-05
NADTRHD,1.1211050713499292e-05
ACCOAC,1.0483665052035789e-05
MCOATA,1.0271277366624626e-05
PYK3,7.18177363963608e-06
ASPO6,-3.1071345277307467e-07
FESD1s,-3.4711690236246296e-07
FESR,-3.838657145730365e-07
PPPGO,-5.223946751354679e-07
PDX5POi,-7.528516593992875e-07
NADHPO,-1.1773984914749522e-06
OPHHXy,-1.3356922962901905e-06
MOX,-1.3825164735784818e-06
PFL,-1.3829684937846592e-06
