,SHAP value
TYRL,0.0001811248922811792
CTPS2,0.0001808721766565109
THZPSN3,0.000180609665565232
IPMD,0.00018055771217565813
CYSS,0.0001805384596929036
UAGCVT,0.0001802885862470512
ACODA,0.0001801943367629937
METAT,0.00018009449460975617
DASYN161,0.00018006271940027555
METS,0.000179997937500755
DHPS2,0.00017994612049464614
SDPTA,0.00017993234665186742
TMPK,0.00017981531289457158
MCTP1App,0.00017975328914620638
OGMEACPS,0.0001796055517957973
GTPCI,0.0001795959343856669
MALCOAMT,0.00017953922941955233
UGMDDS,0.00017942014656530835
ASP1DC,0.00017924691619263238
NDPK1,0.00017919803026427344
TYRTA,0.00017914400939176097
CHORS,0.0001791123073943476
OCBT,0.00017910675160163738
ADSL2r,0.00017909685860855042
G1PACT,0.00017905638391426906
ASNS2,0.00017899587351828016
GAPD,0.0001789950930854288
EGMEACPR,0.00017897065483229646
BPNT,0.00017893546397916872
IPPS,0.00017892790279551226
KDOPP,0.000178910030776118
I2FE2SS,0.0001789090023424551
ASPCT,0.00017884815484795177
DHQS,0.0001788118346525329
A5PISO,0.0001786858126049229
NDPK2,0.00017860521118218768
UPP3S,0.00017859767593586908
GLUPRT,0.00017857992277698866
APRAUR,0.00017853868675534118
ATPPRT,0.00017852082888651714
OPMEACPS,0.0001784699748632689
QULNS,0.000178404539847793
THRD_L,0.00017839401359521736
DXPRIi,0.00017835747634328478
KARA1,0.00017834432259383339
FCLT,0.0001783388620228929
PPND,0.00017831880382257302
RHCCE,0.0001783131057890855
PRAIS,0.00017831101554055756
DHQTi,0.00017829829097211066
DHFS,0.00017827475316775437
SDPDS,0.00017827277351426698
DHORD2,0.00017822797827196432
P5CR,0.000178219701582916
GLUTRS,0.00017816236111417748
UAGAAT,0.00017814818617785565
UHGADA,0.00017814162320202082
GLUTRR,0.0001781328447414959
UAPGR,0.00017812181379970736
UMPK,0.0001781078457677621
THDPS,0.00017807891162336943
PRMICI,0.0001780700692881205
FMNAT,0.00017805118198787774
PSD161,0.0001780470730195509
PGK,0.00017804613858143136
NDPK4,0.00017804314507802218
HMBS,0.00017799242732968195
GLUR,0.00017797978985413109
VALTA,0.00017794996549670613
SHCHD2,0.0001779425324384566
PRAIi,0.000177941627010043
UAGDP,0.00017789113862385546
IGPDH,0.0001778635541599047
IG3PS,0.00017784646818602034
MECDPDH5,0.00017783437919534323
SHCHF,0.00017782515345512152
AGPAT160,0.0001778215480341848
OPMEACPR,0.00017781897568490364
RBFSa,0.00017781861889937866
CHORM,0.00017777657074804265
PNTK,0.00017776584201188982
PRATPP,0.00017776558198347295
UDCPDPS,0.00017776421033562694
DAPDC,0.00017776166112949273
UDCPDP,0.00017775658564319585
ALATA_L,0.00017773949814369462
PPNDH,0.00017773065027072222
PANTS,0.00017771829107599224
NNDPR,0.00017770865892125109
PRAMPC,0.00017769067189595049
DNTPPA,0.0001776723438958689
IPPMIb,0.00017766316367078734
OGMEACPR,0.00017765348928600538
UAGPT3,0.0001776460490118265
CYSTL,0.00017763739399979348
DTMPK,0.0001776322417581634
PMDPHT,0.00017759389858010497
UAMAS,0.00017758765596067658
ADSS,0.00017757863516757954
EPMEACPR,0.00017755808198435395
ORPT,0.00017755754143894338
TKT1,0.00017754165048362863
HSST,0.00017753040062671837
I4FE4SR,0.00017751583214163522
TMDS,0.00017750345939938238
SHK3Dr,0.00017749497233375926
OMPDC,0.00017747784504303768
U23GAAT,0.00017743936189642626
DNMPPA,0.00017743623876793798
KDOPS,0.00017743172069716414
ALAR,0.00017743129174723396
GTPCII2,0.00017741985182363133
BTS5,0.00017741498425509036
DPR,0.00017740703535314452
ANS,0.0001773519039263248
PGAMT,0.00017732462459973684
AGPR,0.00017729305527652684
DPCOAK,0.0001772794466230176
DMPPS,0.0001772346112454066
NADK,0.00017721616315571762
IGPS,0.00017721601325680633
G1SAT,0.00017720577691855076
GF6PTA,0.0001771950566453991
ADCL,0.0001771496750883123
AGPAT161,0.00017707074227517908
ACHBS,0.00017707023798324318
RBFK,0.0001769979064043337
LEUTAi,0.00017695879756017771
PRASCSi,0.0001768829563971683
IPPMIa,0.00017687948294351142
UPPDC1,0.00017687900108099314
KARA2,0.00017686689263677162
NDPK3,0.00017685823407595058
DHORTS,0.00017685629287929718
GMPS,0.0001768524743554453
DHAD2,0.00017685019300430402
CDPMEK,0.00017683680129878336
PSSA160,0.00017678819746645534
HSTPT,0.00017677955763650081
AHCYSNS,0.00017677870958024555
HBZOPT,0.0001767742098600433
PRFGS,0.0001767545093130068
UAMAGS,0.00017671151371030568
MOHMT,0.00017668559830105518
SHSL1,0.00017667739977074242
OMCDC,0.00017667512785396174
DXPS,0.00017664456087398202
AOXSr2,0.00017664393215088
ICYSDS,0.00017664100757608592
G5SD,0.000176639846381313
KDOCT2,0.00017663718503657097
CPPPGO,0.00017662093862899118
CYTK1,0.00017661613464955536
DAPE,0.00017660035315017548
PDX5PO2,0.00017658994441656817
DB4PS,0.00017658206693576005
OPHBDC,0.00017656479844670406
